'Elapsed time','Abdomen_2'
15.526,-3
15.527,-2
15.528,-0.9
15.529,0.2
15.53,0.9
15.531,1
15.532,0.7
15.533,-0.1
15.534,-0.9
15.535,-1.6
15.536,-2.1
15.537,-2.3
15.538,-2.3
15.539,-2
15.54,-1.5
15.541,-1.1
15.542,-0.9
15.543,-1.1
15.544,-1.7
15.545,-2.6
15.546,-3.4
15.547,-4.1
15.548,-4.4
15.549,-4.5
15.55,-4.4
15.551,-4.5
15.552,-4.9
15.553,-5.7
15.554,-6.6
15.555,-7.2
15.556,-7.3
15.557,-6.6
15.558,-5.4
15.559,-4.3
15.56,-3.8
15.561,-4.2
15.562,-5.4
15.563,-6.8
15.564,-7.8
15.565,-7.8
15.566,-7
15.567,-5.7
15.568,-4.6
15.569,-4.1
15.57,-4.2
15.571,-4.8
15.572,-5.5
15.573,-6.1
15.574,-6.4
15.575,-6.6
15.576,-6.7
15.577,-7
15.578,-7.5
15.579,-8.5
15.58,-9.8
15.581,-11.3
15.582,-12.9
15.583,-14.3
15.584,-15.4
15.585,-16.1
15.586,-16.6
15.587,-16.7
15.588,-16.8
15.589,-16.9
15.59,-17.2
15.591,-17.8
15.592,-18.4
15.593,-18.8
15.594,-18.9
15.595,-18.8
15.596,-18.6
15.597,-18.7
15.598,-19
15.599,-19.3
15.6,-19.4
15.601,-18.9
15.602,-18.1
15.603,-17.4
15.604,-17.1
15.605,-17.2
15.606,-17.5
15.607,-17.3
15.608,-16.2
15.609,-14.5
15.61,-12.4
15.611,-10.6
15.612,-9.6
15.613,-9.5
15.614,-10
15.615,-10.7
15.616,-11.3
15.617,-11.5
15.618,-11.5
15.619,-11.2
15.62,-11
15.621,-10.6
15.622,-10.1
15.623,-9.4
15.624,-8.5
15.625,-7.6
15.626,-7.2
15.627,-7.6
15.628,-9.1
15.629,-11.3
15.63,-13.5
15.631,-15
15.632,-15.3
15.633,-14.7
15.634,-13.6
15.635,-12.7
15.636,-12.5
15.637,-12.9
15.638,-13.5
15.639,-13.8
15.64,-13.3
15.641,-12.3
15.642,-11.1
15.643,-10.4
15.644,-10.4
15.645,-11.1
15.646,-12.3
15.647,-13.3
15.648,-13.8
15.649,-13.5
15.65,-12.7
15.651,-11.6
15.652,-10.5
15.653,-9.4
15.654,-8.4
15.655,-7.6
15.656,-7
15.657,-6.6
15.658,-6.6
15.659,-6.8
15.66,-6.7
15.661,-6.3
15.662,-5.4
15.663,-4.2
15.664,-3.3
15.665,-2.7
15.666,-2.4
15.667,-1.9
15.668,-0.8
15.669,0.7
15.67,2.2
15.671,2.9
15.672,2.5
15.673,1.1
15.674,-0.5
15.675,-1.6
15.676,-1.5
15.677,-0.7
15.678,0.3
15.679,0.7
15.68,0.2
15.681,-0.8
15.682,-1.6
15.683,-1.6
15.684,-0.7
15.685,0.7
15.686,1.8
15.687,2.2
15.688,1.7
15.689,0.5
15.69,-0.9
15.691,-1.8
15.692,-2.2
15.693,-2
15.694,-1.5
15.695,-1.1
15.696,-0.9
15.697,-1.3
15.698,-2.3
15.699,-3.8
15.7,-5.6
15.701,-7.4
15.702,-9.1
15.703,-10.4
15.704,-11.3
15.705,-11.9
15.706,-12
15.707,-11.9
15.708,-11.4
15.709,-10.9
15.71,-10.6
15.711,-10.7
15.712,-11.3
15.713,-11.9
15.714,-12.2
15.715,-11.8
15.716,-10.9
15.717,-9.6
15.718,-8.5
15.719,-7.9
15.72,-7.8
15.721,-7.9
15.722,-8
15.723,-7.9
15.724,-7.8
15.725,-7.8
15.726,-8.1
15.727,-8.6
15.728,-9.2
15.729,-9.6
15.73,-10
15.731,-10.3
15.732,-10.5
15.733,-10.7
15.734,-10.9
15.735,-11.1
15.736,-11.5
15.737,-11.9
15.738,-12.1
15.739,-11.9
15.74,-11.2
15.741,-10.1
15.742,-9.1
15.743,-8.8
15.744,-9.6
15.745,-11
15.746,-12.4
15.747,-13.1
15.748,-12.9
15.749,-12.2
15.75,-11.7
15.751,-11.9
15.752,-12.7
15.753,-13.5
15.754,-13.6
15.755,-12.9
15.756,-11.7
15.757,-11
15.758,-11.4
15.759,-12.9
15.76,-15.1
15.761,-17.1
15.762,-18.3
15.763,-18.6
15.764,-18.2
15.765,-17.5
15.766,-16.9
15.767,-16.6
15.768,-16.4
15.769,-16.1
15.77,-15.8
15.771,-15.4
15.772,-15.3
15.773,-15.5
15.774,-16.2
15.775,-17.2
15.776,-18.3
15.777,-19.2
15.778,-20.1
15.779,-20.8
15.78,-21.5
15.781,-22.1
15.782,-22.6
15.783,-22.6
15.784,-22.2
15.785,-21.5
15.786,-20.6
15.787,-19.9
15.788,-19.5
15.789,-19.6
15.79,-19.7
15.791,-19.5
15.792,-18.7
15.793,-17.4
15.794,-15.8
15.795,-14.6
15.796,-14.1
15.797,-14.6
15.798,-15.8
15.799,-17.2
15.8,-18
15.801,-18.2
15.802,-17.8
15.803,-17.4
15.804,-17.6
15.805,-18.4
15.806,-19.4
15.807,-20.1
15.808,-20
15.809,-19.1
15.81,-18
15.811,-17.2
15.812,-17.1
15.813,-17.4
15.814,-17.7
15.815,-17.7
15.816,-17.2
15.817,-16.5
15.818,-15.7
15.819,-15.3
15.82,-15.5
15.821,-16.4
15.822,-18.1
15.823,-20.2
15.824,-22.6
15.825,-24.5
15.826,-25.6
15.827,-25.8
15.828,-25.1
15.829,-24.2
15.83,-23.5
15.831,-23.4
15.832,-23.6
15.833,-23.8
15.834,-23.8
15.835,-23.4
15.836,-22.9
15.837,-22.6
15.838,-22.6
15.839,-23
15.84,-23.8
15.841,-24.5
15.842,-24.9
15.843,-25
15.844,-24.8
15.845,-24.4
15.846,-24.3
15.847,-24.7
15.848,-25.5
15.849,-26.4
15.85,-27.1
15.851,-27.2
15.852,-27.1
15.853,-27
15.854,-27.3
15.855,-28
15.856,-28.6
15.857,-28.8
15.858,-28.1
15.859,-26.7
15.86,-25.4
15.861,-24.7
15.862,-25
15.863,-26
15.864,-27.3
15.865,-28.2
15.866,-28.5
15.867,-28.3
15.868,-28
15.869,-28
15.87,-28.6
15.871,-29.4
15.872,-30.1
15.873,-30.2
15.874,-29.6
15.875,-28.6
15.876,-27.8
15.877,-27.6
15.878,-28.1
15.879,-29
15.88,-29.8
15.881,-29.9
15.882,-29.1
15.883,-27.7
15.884,-26.3
15.885,-25.1
15.886,-24.4
15.887,-23.9
15.888,-23.2
15.889,-22.3
15.89,-21.3
15.891,-20.6
15.892,-20.8
15.893,-21.9
15.894,-23.6
15.895,-25.5
15.896,-27.1
15.897,-28.3
15.898,-29
15.899,-29.6
15.9,-29.9
15.901,-30
15.902,-29.7
15.903,-28.7
15.904,-27.2
15.905,-25.5
15.906,-24
15.907,-23
15.908,-22.5
15.909,-22.3
15.91,-22.1
15.911,-21.6
15.912,-20.9
15.913,-20.2
15.914,-19.8
15.915,-19.9
15.916,-20.2
15.917,-20.4
15.918,-20.2
15.919,-19.6
15.92,-18.8
15.921,-18.2
15.922,-18.1
15.923,-18.5
15.924,-19.2
15.925,-19.8
15.926,-20.2
15.927,-20.2
15.928,-20.1
15.929,-20.1
15.93,-20.5
15.931,-21.2
15.932,-22.4
15.933,-23.7
15.934,-25
15.935,-26
15.936,-26.5
15.937,-26.4
15.938,-25.8
15.939,-25
15.94,-24.4
15.941,-24.4
15.942,-25.1
15.943,-26.4
15.944,-27.5
15.945,-27.5
15.946,-25.9
15.947,-22.2
15.948,-17.2
15.949,-11.8
15.95,-7.4
15.951,-5
15.952,-4.8
15.953,-6.5
15.954,-9.5
15.955,-12.9
15.956,-16.3
15.957,-19.8
15.958,-23.2
15.959,-26.5
15.96,-29.8
15.961,-32.7
15.962,-35.201
15.963,-37.101
15.964,-38.401
15.965,-39.101
15.966,-39.001
15.967,-38.401
15.968,-37.201
15.969,-35.601
15.97,-33.901
15.971,-31.9
15.972,-29.8
15.973,-27.6
15.974,-25.5
15.975,-23.7
15.976,-22.4
15.977,-21.9
15.978,-22.1
15.979,-22.8
15.98,-23.7
15.981,-24.7
15.982,-25.5
15.983,-25.9
15.984,-25.7
15.985,-25
15.986,-24.1
15.987,-23.4
15.988,-23.3
15.989,-24
15.99,-25.1
15.991,-26.1
15.992,-26.4
15.993,-25.9
15.994,-24.7
15.995,-23.5
15.996,-22.9
15.997,-23.2
15.998,-24.2
15.999,-25.7
16,-27.1
16.001,-28.3
16.002,-29.1
16.003,-29.6
16.004,-29.6
16.005,-29.2
16.006,-28.8
16.007,-28.5
16.008,-28.6
16.009,-29
16.01,-29.6
16.011,-29.8
16.012,-29.7
16.013,-29.1
16.014,-28.5
16.015,-28
16.016,-28
16.017,-28.5
16.018,-29.4
16.019,-30.7
16.02,-32.2
16.021,-33.601
16.022,-34.601
16.023,-34.801
16.024,-34.101
16.025,-33.001
16.026,-31.8
16.027,-31
16.028,-30.7
16.029,-30.8
16.03,-30.7
16.031,-29.9
16.032,-28.6
16.033,-27.1
16.034,-25.9
16.035,-25.3
16.036,-25.4
16.037,-25.7
16.038,-25.9
16.039,-25.7
16.04,-25.4
16.041,-25
16.042,-24.6
16.043,-24.2
16.044,-23.5
16.045,-22.6
16.046,-21.6
16.047,-21
16.048,-21.2
16.049,-22.3
16.05,-23.8
16.051,-25.3
16.052,-26.1
16.053,-26.1
16.054,-25.3
16.055,-24.4
16.056,-23.6
16.057,-23.2
16.058,-23.1
16.059,-23
16.06,-22.7
16.061,-21.9
16.062,-21
16.063,-20.1
16.064,-19.8
16.065,-20.3
16.066,-21.5
16.067,-22.8
16.068,-23.4
16.069,-23.1
16.07,-21.7
16.071,-20
16.072,-18.5
16.073,-18
16.074,-18.2
16.075,-18.9
16.076,-19.5
16.077,-19.8
16.078,-19.9
16.079,-20.2
16.08,-20.8
16.081,-21.5
16.082,-21.9
16.083,-21.4
16.084,-20.3
16.085,-19
16.086,-18.2
16.087,-18.4
16.088,-19.4
16.089,-20.5
16.09,-21.2
16.091,-20.8
16.092,-19.7
16.093,-18.4
16.094,-17.5
16.095,-17.5
16.096,-18.4
16.097,-19.8
16.098,-21.1
16.099,-21.9
16.1,-21.8
16.101,-21
16.102,-19.8
16.103,-18.6
16.104,-17.8
16.105,-17.7
16.106,-18
16.107,-18.6
16.108,-19
16.109,-18.8
16.11,-18
16.111,-16.9
16.112,-15.9
16.113,-15.4
16.114,-15.7
16.115,-16.6
16.116,-17.7
16.117,-18.3
16.118,-18.1
16.119,-17
16.12,-15.8
16.121,-15
16.122,-15.1
16.123,-16.1
16.124,-17.7
16.125,-19.5
16.126,-21.1
16.127,-22.6
16.128,-24.1
16.129,-25.6
16.13,-26.7
16.131,-26.9
16.132,-26.1
16.133,-24.3
16.134,-22.3
16.135,-20.8
16.136,-20.2
16.137,-19.9
16.138,-19.1
16.139,-17.2
16.14,-13.8
16.141,-9.8
16.142,-6.1
16.143,-3.9
16.144,-3.6
16.145,-5
16.146,-7.5
16.147,-10.4
16.148,-13.3
16.149,-16
16.15,-18.6
16.151,-20.9
16.152,-22.8
16.153,-24.3
16.154,-25.4
16.155,-26.6
16.156,-28.1
16.157,-29.8
16.158,-31.5
16.159,-32.7
16.16,-33.301
16.161,-33.501
16.162,-34.001
16.163,-35.301
16.164,-37.401
16.165,-40.101
16.166,-42.501
16.167,-43.901
16.168,-44.001
16.169,-42.801
16.17,-40.901
16.171,-39.101
16.172,-37.901
16.173,-37.601
16.174,-38.101
16.175,-39.101
16.176,-39.801
16.177,-39.901
16.178,-39.201
16.179,-38.001
16.18,-37.101
16.181,-37.301
16.182,-38.701
16.183,-40.701
16.184,-42.401
16.185,-42.501
16.186,-40.901
16.187,-38.101
16.188,-35.401
16.189,-33.801
16.19,-34.001
16.191,-35.701
16.192,-38.101
16.193,-40.501
16.194,-42.201
16.195,-43.201
16.196,-43.501
16.197,-43.101
16.198,-42.301
16.199,-41.001
16.2,-39.601
16.201,-38.201
16.202,-37.101
16.203,-36.401
16.204,-36.201
16.205,-36.501
16.206,-37.301
16.207,-38.501
16.208,-40.201
16.209,-41.901
16.21,-43.101
16.211,-43.601
16.212,-43.301
16.213,-42.401
16.214,-41.601
16.215,-41.201
16.216,-41.401
16.217,-41.901
16.218,-42.501
16.219,-42.801
16.22,-42.701
16.221,-42.101
16.222,-41.401
16.223,-40.601
16.224,-39.901
16.225,-39.601
16.226,-39.501
16.227,-39.801
16.228,-40.201
16.229,-40.401
16.23,-40.101
16.231,-39.501
16.232,-38.701
16.233,-38.001
16.234,-37.701
16.235,-37.901
16.236,-38.401
16.237,-38.601
16.238,-38.301
16.239,-37.401
16.24,-36.001
16.241,-34.301
16.242,-32.5
16.243,-30.7
16.244,-28.8
16.245,-27
16.246,-25.3
16.247,-24
16.248,-23.7
16.249,-24.3
16.25,-25.8
16.251,-27.6
16.252,-29
16.253,-29.4
16.254,-29
16.255,-28.1
16.256,-27.5
16.257,-27.4
16.258,-28.1
16.259,-29
16.26,-29.8
16.261,-30.2
16.262,-30.2
16.263,-30.2
16.264,-30.5
16.265,-31.2
16.266,-32.2
16.267,-33.101
16.268,-33.401
16.269,-32.901
16.27,-31.8
16.271,-30.3
16.272,-29
16.273,-28
16.274,-27.4
16.275,-27
16.276,-26.4
16.277,-25.5
16.278,-24.3
16.279,-23.2
16.28,-22.6
16.281,-22.6
16.282,-23.1
16.283,-23.6
16.284,-23.6
16.285,-22.9
16.286,-21.8
16.287,-21
16.288,-21.3
16.289,-23
16.29,-25.7
16.291,-28.6
16.292,-31
16.293,-32.1
16.294,-31.9
16.295,-30.7
16.296,-29.1
16.297,-27.7
16.298,-26.5
16.299,-25.6
16.3,-24.7
16.301,-23.8
16.302,-22.9
16.303,-22.4
16.304,-22.4
16.305,-23.1
16.306,-24.2
16.307,-25.1
16.308,-25.4
16.309,-24.9
16.31,-23.9
16.311,-23.1
16.312,-23.1
16.313,-24.1
16.314,-25.6
16.315,-26.6
16.316,-26.6
16.317,-25.5
16.318,-24
16.319,-23
16.32,-22.9
16.321,-23.7
16.322,-24.7
16.323,-25.1
16.324,-24.7
16.325,-23.6
16.326,-22.4
16.327,-21.6
16.328,-21.3
16.329,-21.2
16.33,-21
16.331,-20.6
16.332,-20.1
16.333,-19.8
16.334,-19.9
16.335,-20.4
16.336,-21.2
16.337,-21.8
16.338,-22
16.339,-21.7
16.34,-21
16.341,-19.9
16.342,-18.6
16.343,-17.1
16.344,-15.6
16.345,-14.5
16.346,-13.9
16.347,-13.8
16.348,-14.1
16.349,-14.6
16.35,-14.8
16.351,-14.5
16.352,-13.7
16.353,-12.6
16.354,-11.5
16.355,-10.8
16.356,-10.7
16.357,-11.3
16.358,-12.3
16.359,-13.4
16.36,-14.3
16.361,-14.9
16.362,-15.4
16.363,-16
16.364,-17
16.365,-18.5
16.366,-20.5
16.367,-22.6
16.368,-24.7
16.369,-26.4
16.37,-27.6
16.371,-28.1
16.372,-28
16.373,-27.2
16.374,-26.1
16.375,-25
16.376,-24.3
16.377,-24.4
16.378,-25.1
16.379,-26.2
16.38,-27.3
16.381,-28
16.382,-28.4
16.383,-28.3
16.384,-28.1
16.385,-28.1
16.386,-28.5
16.387,-29.3
16.388,-30.2
16.389,-30.3
16.39,-28.7
16.391,-24.2
16.392,-16.6
16.393,-6.1
16.394,6.1
16.395,18.3
16.396,28.8
16.397,36.701
16.398,41.901
16.399,45.001
16.4,47.301
16.401,50.001
16.402,53.901
16.403,59.001
16.404,64.901
16.405,70.501
16.406,74.601
16.407,76.401
16.408,75.701
16.409,72.901
16.41,69.101
16.411,65.201
16.412,61.801
16.413,59.001
16.414,56.401
16.415,53.501
16.416,50.301
16.417,47.001
16.418,44.701
16.419,43.801
16.42,44.601
16.421,46.601
16.422,48.801
16.423,50.701
16.424,52.001
16.425,53.101
16.426,54.401
16.427,56.101
16.428,57.801
16.429,59.301
16.43,60.201
16.431,60.501
16.432,60.701
16.433,61.201
16.434,62.101
16.435,63.001
16.436,63.701
16.437,63.701
16.438,63.301
16.439,62.901
16.44,62.601
16.441,62.601
16.442,62.801
16.443,62.701
16.444,62.301
16.445,61.501
16.446,60.601
16.447,59.801
16.448,59.101
16.449,58.601
16.45,58.101
16.451,57.701
16.452,57.701
16.453,58.201
16.454,59.101
16.455,60.301
16.456,61.401
16.457,61.901
16.458,61.801
16.459,61.101
16.46,60.401
16.461,60.001
16.462,60.201
16.463,61.001
16.464,61.801
16.465,62.301
16.466,62.001
16.467,60.801
16.468,58.901
16.469,56.601
16.47,54.601
16.471,53.201
16.472,52.501
16.473,52.501
16.474,52.901
16.475,53.301
16.476,53.301
16.477,53.001
16.478,52.401
16.479,51.901
16.48,51.501
16.481,51.401
16.482,51.501
16.483,51.701
16.484,51.801
16.485,51.901
16.486,52.001
16.487,52.201
16.488,52.401
16.489,52.701
16.49,52.901
16.491,52.801
16.492,52.401
16.493,51.701
16.494,50.801
16.495,50.201
16.496,50.101
16.497,50.701
16.498,51.801
16.499,53.201
16.5,54.301
16.501,55.001
16.502,55.101
16.503,54.601
16.504,53.801
16.505,52.801
16.506,51.801
16.507,50.901
16.508,50.301
16.509,49.901
16.51,49.801
16.511,49.801
16.512,49.801
16.513,49.501
16.514,49.101
16.515,48.701
16.516,48.501
16.517,48.601
16.518,49.001
16.519,49.301
16.52,49.201
16.521,48.801
16.522,48.201
16.523,48.001
16.524,48.301
16.525,49.001
16.526,49.801
16.527,50.201
16.528,50.001
16.529,49.601
16.53,49.201
16.531,49.301
16.532,49.901
16.533,50.601
16.534,50.901
16.535,50.701
16.536,50.001
16.537,49.501
16.538,49.501
16.539,50.201
16.54,51.501
16.541,52.701
16.542,53.101
16.543,52.501
16.544,51.001
16.545,49.101
16.546,47.501
16.547,46.601
16.548,46.301
16.549,46.101
16.55,45.501
16.551,44.401
16.552,42.901
16.553,41.801
16.554,41.401
16.555,41.801
16.556,42.501
16.557,42.801
16.558,42.301
16.559,41.101
16.56,39.801
16.561,39.101
16.562,39.101
16.563,39.701
16.564,40.501
16.565,41.101
16.566,41.401
16.567,41.701
16.568,42.101
16.569,43.001
16.57,44.301
16.571,45.701
16.572,47.101
16.573,48.201
16.574,48.801
16.575,48.901
16.576,48.301
16.577,47.101
16.578,45.701
16.579,44.301
16.58,43.501
16.581,43.301
16.582,43.801
16.583,44.601
16.584,45.301
16.585,45.701
16.586,45.401
16.587,44.401
16.588,42.801
16.589,41.101
16.59,39.801
16.591,39.301
16.592,39.801
16.593,40.801
16.594,41.901
16.595,42.501
16.596,42.501
16.597,42.101
16.598,41.701
16.599,41.601
16.6,41.601
16.601,41.601
16.602,41.201
16.603,40.501
16.604,39.701
16.605,39.101
16.606,38.901
16.607,39.101
16.608,39.701
16.609,40.701
16.61,41.901
16.611,43.301
16.612,44.701
16.613,45.701
16.614,46.101
16.615,45.701
16.616,44.801
16.617,43.901
16.618,43.301
16.619,43.201
16.62,43.501
16.621,43.601
16.622,43.401
16.623,42.501
16.624,41.201
16.625,39.801
16.626,38.701
16.627,38.401
16.628,38.901
16.629,40.001
16.63,41.201
16.631,42.101
16.632,42.101
16.633,41.301
16.634,39.901
16.635,38.701
16.636,38.301
16.637,39.101
16.638,40.901
16.639,43.101
16.64,45.001
16.641,46.101
16.642,46.301
16.643,45.701
16.644,44.701
16.645,43.501
16.646,42.301
16.647,41.001
16.648,39.801
16.649,38.701
16.65,38.101
16.651,38.101
16.652,38.701
16.653,39.701
16.654,41.001
16.655,42.301
16.656,43.201
16.657,43.601
16.658,43.401
16.659,42.701
16.66,41.801
16.661,41.101
16.662,41.001
16.663,41.601
16.664,42.801
16.665,43.901
16.666,44.601
16.667,44.201
16.668,42.701
16.669,40.501
16.67,38.101
16.671,36.401
16.672,35.801
16.673,36.301
16.674,37.601
16.675,38.901
16.676,39.801
16.677,40.101
16.678,40.001
16.679,39.801
16.68,39.801
16.681,40.101
16.682,40.301
16.683,40.101
16.684,39.301
16.685,38.201
16.686,37.201
16.687,36.901
16.688,37.501
16.689,38.701
16.69,40.201
16.691,41.401
16.692,41.801
16.693,41.701
16.694,41.101
16.695,40.401
16.696,40.001
16.697,39.901
16.698,40.001
16.699,40.301
16.7,40.601
16.701,40.901
16.702,41.201
16.703,41.501
16.704,41.701
16.705,41.901
16.706,42.001
16.707,42.201
16.708,42.501
16.709,43.101
16.71,43.901
16.711,44.701
16.712,45.301
16.713,45.401
16.714,45.001
16.715,44.101
16.716,43.201
16.717,42.601
16.718,42.301
16.719,42.401
16.72,42.601
16.721,42.701
16.722,42.401
16.723,42.001
16.724,41.801
16.725,42.101
16.726,43.101
16.727,44.401
16.728,45.901
16.729,46.901
16.73,47.201
16.731,46.901
16.732,46.301
16.733,45.701
16.734,45.201
16.735,44.801
16.736,44.101
16.737,43.301
16.738,42.401
16.739,41.901
16.74,42.101
16.741,42.901
16.742,44.301
16.743,45.701
16.744,46.701
16.745,47.201
16.746,47.101
16.747,46.701
16.748,46.301
16.749,46.001
16.75,45.901
16.751,45.901
16.752,45.701
16.753,45.201
16.754,44.201
16.755,42.901
16.756,41.301
16.757,39.701
16.758,38.201
16.759,36.901
16.76,35.801
16.761,35.101
16.762,34.801
16.763,34.901
16.764,35.401
16.765,35.701
16.766,35.501
16.767,34.601
16.768,33.201
16.769,31.8
16.77,30.8
16.771,30.5
16.772,30.8
16.773,31.2
16.774,31.4
16.775,31.4
16.776,31.6
16.777,32.3
16.778,33.501
16.779,34.901
16.78,35.901
16.781,36.101
16.782,35.301
16.783,33.901
16.784,32.6
16.785,31.9
16.786,31.8
16.787,32
16.788,32
16.789,31.6
16.79,30.9
16.791,30.2
16.792,29.8
16.793,29.8
16.794,29.9
16.795,29.8
16.796,29.3
16.797,28.7
16.798,28.1
16.799,27.7
16.8,27.4
16.801,27
16.802,26
16.803,24.6
16.804,23.1
16.805,22.1
16.806,22
16.807,23
16.808,24.5
16.809,26
16.81,26.9
16.811,27.1
16.812,26.5
16.813,25.6
16.814,24.9
16.815,24.6
16.816,24.5
16.817,24.5
16.818,24.1
16.819,23.3
16.82,22.4
16.821,21.9
16.822,22.3
16.823,23.3
16.824,24.5
16.825,25.1
16.826,24.7
16.827,23.5
16.828,21.8
16.829,20.5
16.83,19.9
16.831,19.9
16.832,20.3
16.833,20.4
16.834,20.2
16.835,19.6
16.836,18.9
16.837,18.4
16.838,18.3
16.839,18.4
16.84,18.7
16.841,18.9
16.842,19
16.843,18.9
16.844,18.9
16.845,19.1
16.846,19.6
16.847,20.7
16.848,22.2
16.849,24.1
16.85,25.9
16.851,27.4
16.852,28.9
16.853,30.4
16.854,32.7
16.855,35.901
16.856,40.101
16.857,44.701
16.858,48.901
16.859,51.701
16.86,52.301
16.861,50.601
16.862,47.301
16.863,43.201
16.864,39.201
16.865,35.901
16.866,33.201
16.867,30.7
16.868,28
16.869,24.8
16.87,21.3
16.871,17.8
16.872,15.1
16.873,13.5
16.874,13.3
16.875,14.4
16.876,16.5
16.877,19.2
16.878,22.3
16.879,25.3
16.88,28.3
16.881,31.4
16.882,34.601
16.883,37.901
16.884,41.001
16.885,43.401
16.886,44.601
16.887,44.801
16.888,44.101
16.889,43.101
16.89,41.901
16.891,40.501
16.892,38.501
16.893,35.601
16.894,32
16.895,28.1
16.896,24.7
16.897,22.2
16.898,20.5
16.899,19.4
16.9,18.2
16.901,16.6
16.902,14.7
16.903,12.8
16.904,11.4
16.905,10.8
16.906,11.1
16.907,12.1
16.908,13.6
16.909,15.3
16.91,16.8
16.911,18.1
16.912,18.8
16.913,19
16.914,18.7
16.915,18.2
16.916,17.4
16.917,16.5
16.918,15.5
16.919,14.3
16.92,13.2
16.921,12.1
16.922,11.1
16.923,10.4
16.924,9.9
16.925,9.7
16.926,9.5
16.927,9.2
16.928,8.7
16.929,7.6
16.93,6
16.931,4.3
16.932,3
16.933,2.4
16.934,2.7
16.935,3.8
16.936,5
16.937,5.7
16.938,5.8
16.939,5.3
16.94,4.7
16.941,4.6
16.942,5.1
16.943,6.1
16.944,7
16.945,7.5
16.946,7.6
16.947,7.7
16.948,8.4
16.949,9.8
16.95,11.5
16.951,13.1
16.952,13.6
16.953,13.1
16.954,11.6
16.955,9.8
16.956,8.4
16.957,7.4
16.958,6.9
16.959,6.6
16.96,6.4
16.961,6.1
16.962,6
16.963,6
16.964,5.9
16.965,5.7
16.966,5.3
16.967,4.8
16.968,4.5
16.969,4.7
16.97,5.3
16.971,6.3
16.972,7.3
16.973,8.1
16.974,8.7
16.975,9
16.976,9.2
16.977,9.5
16.978,9.9
16.979,10.1
16.98,10.1
16.981,9.7
16.982,9
16.983,8.3
16.984,8.1
16.985,8.5
16.986,9.7
16.987,11.6
16.988,13.7
16.989,15.8
16.99,17.5
16.991,18.5
16.992,18.6
16.993,17.9
16.994,16.6
16.995,15
16.996,13.5
16.997,12.1
16.998,11
16.999,9.9
17,8.6
17.001,7.1
17.002,5.4
17.003,3.5
17.004,1.8
17.005,0.6
17.006,0.1
17.007,0.5
17.008,1.5
17.009,2.7
17.01,3.6
17.011,3.9
17.012,3.6
17.013,3.2
17.014,3.2
17.015,3.8
17.016,5
17.017,6.4
17.018,7.7
17.019,8.5
17.02,8.7
17.021,8.6
17.022,8.2
17.023,7.5
17.024,6.7
17.025,5.7
17.026,4.8
17.027,4
17.028,3.5
17.029,3.1
17.03,2.7
17.031,2.2
17.032,1.9
17.033,1.7
17.034,2.1
17.035,3
17.036,4.3
17.037,5.5
17.038,6.3
17.039,6.5
17.04,6.2
17.041,5.5
17.042,4.7
17.043,3.9
17.044,3.1
17.045,2.3
17.046,1.7
17.047,1.3
17.048,1.2
17.049,1.4
17.05,1.7
17.051,2.1
17.052,2.5
17.053,2.8
17.054,3.1
17.055,3.3
17.056,3.4
17.057,3.1
17.058,2.5
17.059,1.6
17.06,0.7
17.061,0.4
17.062,0.9
17.063,2.3
17.064,4.2
17.065,6.2
17.066,7.7
17.067,8.5
17.068,8.3
17.069,7.5
17.07,6.1
17.071,4.6
17.072,3.2
17.073,2.3
17.074,2
17.075,2.2
17.076,2.7
17.077,2.8
17.078,2.3
17.079,1.2
17.08,-0.4
17.081,-1.9
17.082,-2.7
17.083,-2.8
17.084,-2.2
17.085,-1.3
17.086,-0.5
17.087,0.2
17.088,0.8
17.089,1.3
17.09,1.8
17.091,2.2
17.092,2.3
17.093,2
17.094,1.3
17.095,0.4
17.096,-0.4
17.097,-1
17.098,-1.6
17.099,-2
17.1,-2.3
17.101,-2.4
17.102,-2
17.103,-1.3
17.104,-0.3
17.105,0.8
17.106,1.7
17.107,2.4
17.108,2.9
17.109,3.5
17.11,4.4
17.111,5.6
17.112,7
17.113,8.4
17.114,9.4
17.115,9.8
17.116,9.6
17.117,9
17.118,8.3
17.119,7.8
17.12,7.5
17.121,7.5
17.122,7.7
17.123,7.7
17.124,7.6
17.125,7.1
17.126,6.3
17.127,5.2
17.128,3.8
17.129,2.3
17.13,1
17.131,0
17.132,-0.6
17.133,-0.8
17.134,-0.7
17.135,-0.6
17.136,-0.8
17.137,-1.2
17.138,-1.8
17.139,-2.5
17.14,-3.2
17.141,-3.6
17.142,-3.9
17.143,-4
17.144,-3.9
17.145,-3.7
17.146,-3.6
17.147,-3.7
17.148,-3.9
17.149,-4.3
17.15,-4.8
17.151,-5.1
17.152,-5.2
17.153,-4.9
17.154,-4.4
17.155,-3.8
17.156,-3.3
17.157,-2.8
17.158,-2.6
17.159,-2.4
17.16,-2.1
17.161,-1.5
17.162,-0.5
17.163,1
17.164,2.6
17.165,4
17.166,4.8
17.167,5
17.168,4.7
17.169,4.3
17.17,4.1
17.171,4.2
17.172,4.5
17.173,4.6
17.174,4.6
17.175,4.4
17.176,4.2
17.177,4.3
17.178,4.5
17.179,4.6
17.18,4.4
17.181,3.7
17.182,2.6
17.183,1.6
17.184,0.9
17.185,0.7
17.186,0.8
17.187,1.2
17.188,1.6
17.189,2.2
17.19,3
