'Elapsed time','Direct_1'
8.848,-2.4
8.849,-3.3
8.85,-3.8
8.851,-4.4
8.852,-5.4
8.853,-6.9
8.854,-8.6
8.855,-9.9
8.856,-10.2
8.857,-9.5
8.858,-7.7
8.859,-5.4
8.86,-2.7
8.861,-0.3
8.862,1.4
8.863,1.7
8.864,0.4
8.865,-2.2
8.866,-5.2
8.867,-7.3
8.868,-7.6
8.869,-6.2
8.87,-4.1
8.871,-2.8
8.872,-3
8.873,-4.6
8.874,-6.7
8.875,-8.2
8.876,-8.4
8.877,-7.7
8.878,-6.6
8.879,-5.8
8.88,-5.6
8.881,-5.6
8.882,-5.5
8.883,-5.3
8.884,-5
8.885,-4.8
8.886,-4.5
8.887,-4.1
8.888,-3.6
8.889,-3.3
8.89,-3.6
8.891,-4.8
8.892,-6.6
8.893,-8.4
8.894,-9.5
8.895,-9.5
8.896,-8.7
8.897,-7.8
8.898,-7.1
8.899,-7.1
8.9,-7.3
8.901,-7.4
8.902,-7
8.903,-6.3
8.904,-5.5
8.905,-5
8.906,-5.1
8.907,-5.6
8.908,-6.1
8.909,-6.3
8.91,-5.9
8.911,-5.2
8.912,-4.4
8.913,-3.8
8.914,-3.6
8.915,-3.8
8.916,-4.1
8.917,-4
8.918,-3.4
8.919,-2
8.92,-0.1
8.921,2
8.922,4
8.923,5.4
8.924,6.3
8.925,6.6
8.926,6.6
8.927,6.4
8.928,5.9
8.929,5.3
8.93,4.4
8.931,3.3
8.932,1.8
8.933,0.1
8.934,-1.5
8.935,-2.3
8.936,-1.7
8.937,0.1
8.938,2.7
8.939,4.9
8.94,5.4
8.941,4.1
8.942,1.3
8.943,-1.7
8.944,-3.9
8.945,-5
8.946,-5.3
8.947,-5.5
8.948,-6.3
8.949,-7.5
8.95,-8.9
8.951,-10
8.952,-10.4
8.953,-10.1
8.954,-9
8.955,-7.4
8.956,-5.7
8.957,-4.7
8.958,-5.2
8.959,-7.3
8.96,-10.6
8.961,-13.8
8.962,-15.6
8.963,-15.4
8.964,-13.4
8.965,-10.6
8.966,-8.3
8.967,-7.3
8.968,-7.6
8.969,-8.5
8.97,-9.2
8.971,-9.2
8.972,-8.8
8.973,-8.8
8.974,-10.1
8.975,-12.7
8.976,-15.7
8.977,-17.4
8.978,-16.7
8.979,-13.6
8.98,-9.7
8.981,-7.3
8.982,-7.7
8.983,-10.5
8.984,-13.8
8.985,-15.3
8.986,-14.2
8.987,-11.2
8.988,-8
8.989,-6.1
8.99,-5.8
8.991,-6.3
8.992,-7
8.993,-7.4
8.994,-7.9
8.995,-8.7
8.996,-9.5
8.997,-9.4
8.998,-7.9
8.999,-5.6
9,-3.8
9.001,-3.9
9.002,-6.3
9.003,-10
9.004,-13.3
9.005,-14.9
9.006,-14.6
9.007,-13.3
9.008,-12
9.009,-11.4
9.01,-11.5
9.011,-11.7
9.012,-12
9.013,-12.2
9.014,-12.5
9.015,-12.9
9.016,-12.9
9.017,-12.3
9.018,-11
9.019,-9.8
9.02,-9.3
9.021,-9.9
9.022,-11.1
9.023,-11.9
9.024,-11.5
9.025,-9.9
9.026,-7.6
9.027,-5.8
9.028,-5.6
9.029,-7
9.03,-9.1
9.031,-10.9
9.032,-11.2
9.033,-10
9.034,-7.8
9.035,-5.7
9.036,-4.6
9.037,-4.9
9.038,-6.1
9.039,-7.8
9.04,-9.1
9.041,-9.4
9.042,-8.7
9.043,-7.2
9.044,-5.4
9.045,-4.2
9.046,-4.4
9.047,-6.2
9.048,-9.4
9.049,-13
9.05,-15.4
9.051,-15.5
9.052,-12.8
9.053,-8.1
9.054,-2.7
9.055,2
9.056,5.2
9.057,7.3
9.058,9.7
9.059,13.7
9.06,20.4
9.061,29.6
9.062,40.301
9.063,50.801
9.064,59.301
9.065,64.901
9.066,67.301
9.067,67.001
9.068,64.801
9.069,61.101
9.07,55.601
9.071,47.401
9.072,35.801
9.073,20.9
9.074,4.1
9.075,-12.6
9.076,-27
9.077,-38.201
9.078,-46.501
9.079,-53.201
9.08,-59.101
9.081,-63.801
9.082,-65.701
9.083,-63.301
9.084,-56.401
9.085,-46.501
9.086,-36.401
9.087,-28.4
9.088,-23.8
9.089,-21.9
9.09,-21.1
9.091,-19.6
9.092,-16.8
9.093,-12.8
9.094,-8.7
9.095,-5.7
9.096,-4.7
9.097,-5.9
9.098,-8.7
9.099,-11.8
9.1,-13.8
9.101,-13.9
9.102,-12.2
9.103,-9.7
9.104,-7.8
9.105,-7.2
9.106,-8
9.107,-9.4
9.108,-10.5
9.109,-10.7
9.11,-10.1
9.111,-9.1
9.112,-8.2
9.113,-7.2
9.114,-6.4
9.115,-5.9
9.116,-6.1
9.117,-7.2
9.118,-9.1
9.119,-10.9
9.12,-11.6
9.121,-10.6
9.122,-8.4
9.123,-6
9.124,-4.8
9.125,-5.4
9.126,-7.7
9.127,-10.5
9.128,-12.7
9.129,-13.6
9.13,-13.4
9.131,-12.5
9.132,-11.6
9.133,-10.7
9.134,-9.6
9.135,-8.3
9.136,-7.1
9.137,-6.7
9.138,-7.5
9.139,-9.5
9.14,-11.6
9.141,-12.5
9.142,-11.6
9.143,-9.3
9.144,-6.8
9.145,-5.5
9.146,-6.1
9.147,-7.9
9.148,-9.7
9.149,-10.5
9.15,-10.3
9.151,-9.6
9.152,-9.1
9.153,-9
9.154,-8.8
9.155,-8.1
9.156,-6.8
9.157,-5.8
9.158,-6
9.159,-7.7
9.16,-10.2
9.161,-12.5
9.162,-13.6
9.163,-13.7
9.164,-13.4
9.165,-13.6
9.166,-14.4
9.167,-15
9.168,-14.5
9.169,-12.7
9.17,-10.3
9.171,-8.7
9.172,-8.7
9.173,-10.1
9.174,-11.6
9.175,-11.8
9.176,-10.2
9.177,-7.8
9.178,-6.2
9.179,-6.6
9.18,-9
9.181,-12.3
9.182,-14.9
9.183,-15.4
9.184,-14
9.185,-11.3
9.186,-8.7
9.187,-7
9.188,-6.6
9.189,-7.4
9.19,-9
9.191,-10.7
9.192,-11.7
9.193,-11.7
9.194,-10.5
9.195,-8.8
9.196,-7.2
9.197,-6.4
9.198,-6.5
9.199,-7.2
9.2,-8.3
9.201,-9.6
9.202,-11.1
9.203,-12.8
9.204,-14.2
9.205,-14.9
9.206,-14.9
9.207,-14.3
9.208,-13.9
9.209,-13.8
9.21,-13.9
9.211,-13.5
9.212,-12.4
9.213,-11.3
9.214,-10.7
9.215,-11.2
9.216,-11.8
9.217,-11.4
9.218,-9
9.219,-5.4
9.22,-2.4
9.221,-2.3
9.222,-5.5
9.223,-10.7
9.224,-15.1
9.225,-16.7
9.226,-15.2
9.227,-12.3
9.228,-10.1
9.229,-9.6
9.23,-10.2
9.231,-10.3
9.232,-9
9.233,-6.5
9.234,-4.6
9.235,-4.8
9.236,-7.4
9.237,-11.2
9.238,-14.1
9.239,-14.7
9.24,-12.7
9.241,-9.5
9.242,-6.8
9.243,-5.8
9.244,-6.9
9.245,-9.3
9.246,-11.5
9.247,-12.6
9.248,-12.4
9.249,-11.3
9.25,-10.4
9.251,-10.3
9.252,-11
9.253,-11.9
9.254,-12.2
9.255,-11.8
9.256,-11
9.257,-10.6
9.258,-11.5
9.259,-13.9
9.26,-17.2
9.261,-20.5
9.262,-22.6
9.263,-23
9.264,-21.3
9.265,-18
9.266,-13.7
9.267,-9.6
9.268,-6.8
9.269,-6.2
9.27,-8
9.271,-11.5
9.272,-15.3
9.273,-17.5
9.274,-17.3
9.275,-14.6
9.276,-10.8
9.277,-7.6
9.278,-6.4
9.279,-7.7
9.28,-10.4
9.281,-13.1
9.282,-14.3
9.283,-13.5
9.284,-11.6
9.285,-9.9
9.286,-9.8
9.287,-11.7
9.288,-14.6
9.289,-16.9
9.29,-17.2
9.291,-15.2
9.292,-11.5
9.293,-7.7
9.294,-5
9.295,-4.2
9.296,-5.1
9.297,-6.7
9.298,-8.5
9.299,-10
9.3,-10.9
9.301,-11.4
9.302,-11.5
9.303,-11.2
9.304,-10.8
9.305,-10.3
9.306,-9.8
9.307,-9.7
9.308,-9.8
9.309,-10.1
9.31,-10.2
9.311,-9.6
9.312,-8.3
9.313,-6.5
9.314,-5.1
9.315,-4.7
9.316,-5.8
9.317,-8
9.318,-10.2
9.319,-11.4
9.32,-10.9
9.321,-9.2
9.322,-7.3
9.323,-6.1
9.324,-6
9.325,-6.5
9.326,-6.8
9.327,-6.5
9.328,-5.7
9.329,-5
9.33,-4.5
9.331,-4.2
9.332,-3.7
9.333,-2.8
9.334,-2.2
9.335,-2.2
9.336,-3.2
9.337,-4.6
9.338,-5.1
9.339,-4.1
9.34,-1.7
9.341,1.1
9.342,2.8
9.343,2.6
9.344,0.8
9.345,-1.6
9.346,-3.8
9.347,-5.2
9.348,-5.9
9.349,-6
9.35,-5.6
9.351,-4.6
9.352,-3.2
9.353,-2
9.354,-1.6
9.355,-2.4
9.356,-3.8
9.357,-4.6
9.358,-3.8
9.359,-1.3
9.36,1.8
9.361,4
9.362,3.9
9.363,1.6
9.364,-1.8
9.365,-4.6
9.366,-5.7
9.367,-5
9.368,-3.4
9.369,-2
9.37,-1.7
9.371,-2.2
9.372,-3
9.373,-3.2
9.374,-2.5
9.375,-1
9.376,0.8
9.377,2.3
9.378,3.2
9.379,3.5
9.38,3.1
9.381,2.2
9.382,1.2
9.383,0.6
9.384,0.8
9.385,2
9.386,4.1
9.387,6.4
9.388,8.3
9.389,9.2
9.39,9.1
9.391,8.3
9.392,7.4
9.393,6.8
9.394,6.7
9.395,6.7
9.396,6.5
9.397,5.6
9.398,4.2
9.399,2.4
9.4,0.8
9.401,-0.2
9.402,-0.3
9.403,0.3
9.404,1.1
9.405,1.5
9.406,1.3
9.407,0.3
9.408,-0.9
9.409,-1.7
9.41,-1.6
9.411,-0.3
9.412,1.6
9.413,3.2
9.414,3.7
9.415,2.8
9.416,1
9.417,-0.5
9.418,-0.7
9.419,0.4
9.42,2.1
9.421,2.9
9.422,1.6
9.423,-2
9.424,-6.5
9.425,-10.1
9.426,-11.6
9.427,-11
9.428,-9.6
9.429,-9.1
9.43,-10.4
9.431,-13.2
9.432,-15.8
9.433,-16.6
9.434,-15.1
9.435,-11.9
9.436,-8.6
9.437,-6.8
9.438,-7.1
9.439,-9.1
9.44,-11.4
9.441,-12.7
9.442,-12.6
9.443,-11.4
9.444,-10.2
9.445,-10
9.446,-11
9.447,-12.6
9.448,-13.7
9.449,-13.3
9.45,-11.4
9.451,-8.8
9.452,-6.6
9.453,-5.8
9.454,-6.2
9.455,-6.9
9.456,-6.6
9.457,-4.8
9.458,-1.8
9.459,0.9
9.46,2
9.461,0.6
9.462,-2.7
9.463,-6.2
9.464,-8.4
9.465,-8.1
9.466,-5.8
9.467,-2.6
9.468,-0.1
9.469,0.8
9.47,0.2
9.471,-1.3
9.472,-2.6
9.473,-3.4
9.474,-3.6
9.475,-3.4
9.476,-2.7
9.477,-1.6
9.478,-0.2
9.479,1.1
9.48,1.8
9.481,1.3
9.482,-0.3
9.483,-2.5
9.484,-4.3
9.485,-5
9.486,-4.8
9.487,-4
9.488,-3.1
9.489,-2.5
9.49,-2.1
9.491,-1.7
9.492,-1.3
9.493,-1
9.494,-1
9.495,-1.3
9.496,-1.9
9.497,-2.6
9.498,-3.2
9.499,-3.5
9.5,-3.4
9.501,-2.9
9.502,-2.2
9.503,-1.9
9.504,-2.6
9.505,-4.5
9.506,-7
9.507,-8.9
9.508,-8.8
9.509,-6.7
9.51,-3.5
9.511,-1
9.512,-0.7
9.513,-2.8
9.514,-6.1
9.515,-8.8
9.516,-9.3
9.517,-7.3
9.518,-3.5
9.519,0.9
9.52,5.1
9.521,9
9.522,13
9.523,17.7
9.524,23.5
9.525,30.7
9.526,39.101
9.527,48.601
9.528,58.701
9.529,68.301
9.53,76.301
9.531,81.501
9.532,83.001
9.533,80.501
9.534,74.101
9.535,64.101
9.536,51.401
9.537,37.001
9.538,22.1
9.539,7.7
9.54,-5.8
9.541,-18.1
9.542,-29.4
9.543,-39.501
9.544,-47.401
9.545,-52.201
9.546,-53.001
9.547,-50.001
9.548,-44.301
9.549,-37.901
9.55,-32.1
9.551,-27.5
9.552,-23.5
9.553,-19.3
9.554,-14.7
9.555,-10.2
9.556,-6.4
9.557,-4
9.558,-2.8
9.559,-2
9.56,-1
9.561,0.3
9.562,1.3
9.563,1.4
9.564,0.4
9.565,-1
9.566,-2.1
9.567,-2
9.568,-0.8
9.569,0.9
9.57,2.2
9.571,2.6
9.572,2.2
9.573,1.3
9.574,0.6
9.575,0.4
9.576,0.7
9.577,1.4
9.578,2
9.579,2.3
9.58,2
9.581,1.1
9.582,-0.1
9.583,-1.1
9.584,-1.4
9.585,-0.9
9.586,0.3
9.587,1.7
9.588,2.7
9.589,2.9
9.59,2.3
9.591,1
9.592,-0.7
9.593,-2.6
9.594,-4.6
9.595,-6.4
9.596,-7.6
9.597,-7.8
9.598,-6.5
9.599,-4
9.6,-0.9
9.601,1.7
9.602,2.5
9.603,1.1
9.604,-1.8
9.605,-5
9.606,-6.8
9.607,-6.6
9.608,-4.7
9.609,-2.5
9.61,-1.3
9.611,-1.8
9.612,-3.1
9.613,-4
9.614,-3.8
9.615,-2.5
9.616,-1.5
9.617,-1.7
9.618,-3.3
9.619,-5.5
9.62,-6.6
9.621,-5.9
9.622,-3.4
9.623,-0.6
9.624,1.1
9.625,1.3
9.626,0.3
9.627,-0.5
9.628,-0.1
9.629,1.4
9.63,3
9.631,3.4
9.632,1.9
9.633,-1.2
9.634,-4.6
9.635,-6.7
9.636,-7.1
9.637,-6.2
9.638,-5.4
9.639,-5.8
9.64,-7.5
9.641,-9.3
9.642,-9.2
9.643,-6.5
9.644,-1.9
9.645,2.5
9.646,4.4
9.647,2.6
9.648,-1.9
9.649,-6.5
9.65,-8.7
9.651,-7.1
9.652,-2.7
9.653,2.1
9.654,4.9
9.655,4.6
9.656,1.5
9.657,-2.4
9.658,-5.1
9.659,-5.4
9.66,-3.4
9.661,-0.3
9.662,2.5
9.663,3.7
9.664,3.2
9.665,1.4
9.666,-0.4
9.667,-1.5
9.668,-1.4
9.669,-0.7
9.67,-0.2
9.671,-0.6
9.672,-1.9
9.673,-3.4
9.674,-4
9.675,-3.3
9.676,-1.4
9.677,0.6
9.678,1.5
9.679,0.6
9.68,-1.8
9.681,-4.6
9.682,-6.2
9.683,-5.6
9.684,-2.6
9.685,1.5
9.686,5.1
9.687,6.9
9.688,6.2
9.689,3.8
9.69,0.8
9.691,-1.2
9.692,-1.4
9.693,-0.1
9.694,2
9.695,3.5
9.696,3.7
9.697,2.5
9.698,0.6
9.699,-1
9.7,-1.5
9.701,-0.8
9.702,0.4
9.703,0.9
9.704,0.1
9.705,-1.4
9.706,-2.6
9.707,-2
9.708,0.7
9.709,4.8
9.71,8.1
9.711,8.8
9.712,6.1
9.713,1.2
9.714,-3.9
9.715,-6.8
9.716,-6.7
9.717,-4.2
9.718,-1.2
9.719,0.4
9.72,-0.2
9.721,-2.6
9.722,-5.5
9.723,-7.2
9.724,-7.1
9.725,-5.2
9.726,-2.6
9.727,-0.4
9.728,0.5
9.729,-0.1
9.73,-1.8
9.731,-3.8
9.732,-5.2
9.733,-5.6
9.734,-5.1
9.735,-4.2
9.736,-3.2
9.737,-2.5
9.738,-2.1
9.739,-2
9.74,-2.1
9.741,-2.4
9.742,-2.9
9.743,-3.2
9.744,-3.1
9.745,-2.4
9.746,-1.1
9.747,0.2
9.748,0.7
9.749,-0.2
9.75,-2.4
9.751,-5.2
9.752,-7.3
9.753,-7.7
9.754,-6.2
9.755,-3.3
9.756,-0.7
9.757,0.2
9.758,-1.2
9.759,-4.2
9.76,-7.1
9.761,-8.2
9.762,-7
9.763,-4.1
9.764,-1.4
9.765,-0.5
9.766,-1.9
9.767,-4.7
9.768,-7.1
9.769,-8
9.77,-7.1
9.771,-5.2
9.772,-3.3
9.773,-1.8
9.774,-0.8
9.775,0.2
9.776,1.2
9.777,1.5
9.778,0.5
9.779,-1.6
9.78,-4.2
9.781,-5.8
9.782,-5.6
9.783,-3.5
9.784,-0.9
9.785,0.8
9.786,0.8
9.787,-0.6
9.788,-2.2
9.789,-2.8
9.79,-1.7
9.791,0.6
9.792,2.9
9.793,4
9.794,3.6
9.795,2.1
9.796,0.8
9.797,0.6
9.798,1.8
9.799,3.6
9.8,4.7
9.801,4
9.802,1.3
9.803,-2.3
9.804,-5.1
9.805,-5.6
9.806,-3.8
9.807,-0.9
9.808,1.2
9.809,1.4
9.81,-0.4
9.811,-2.8
9.812,-4
9.813,-3.3
9.814,-1
9.815,1.6
9.816,3.2
9.817,3.4
9.818,2.9
9.819,2.5
9.82,2.7
9.821,3.4
9.822,4
9.823,4
9.824,3.4
9.825,2.3
9.826,0.9
9.827,-0.7
9.828,-2.3
9.829,-3.5
9.83,-3.7
9.831,-2.5
9.832,-0.2
9.833,2.2
9.834,3.6
9.835,3.9
9.836,3.6
9.837,3.6
9.838,4.5
9.839,5.8
9.84,6.4
9.841,5.5
9.842,3.3
9.843,1.4
9.844,1.2
9.845,3.1
9.846,6.3
9.847,8.9
9.848,10
9.849,9.8
9.85,9.6
9.851,10.7
9.852,13.1
9.853,15.5
9.854,16.2
9.855,14.4
9.856,11.1
9.857,8.1
9.858,7.3
9.859,9
9.86,12
9.861,14.3
9.862,14.6
9.863,12.8
9.864,10.1
9.865,7.8
9.866,6.6
9.867,6.4
9.868,6.5
9.869,6.3
9.87,5.7
9.871,5.2
9.872,5.3
9.873,6.3
9.874,7.4
9.875,7.8
9.876,6.8
9.877,4.5
9.878,2
9.879,0.5
9.88,1.1
9.881,3.3
9.882,5.6
9.883,6.1
9.884,4.1
9.885,0.4
9.886,-2.8
9.887,-3.7
9.888,-1.8
9.889,1.6
9.89,4.4
9.891,4.9
9.892,2.9
9.893,0
9.894,-2
9.895,-2.3
9.896,-1.3
9.897,-0.3
9.898,-0.6
9.899,-2
9.9,-3.8
9.901,-4.6
9.902,-3.8
9.903,-1.8
9.904,0.1
9.905,0.9
9.906,0.3
9.907,-1
9.908,-1.7
9.909,-1.2
9.91,0.4
9.911,1.8
9.912,1.8
9.913,-0.4
9.914,-3.7
9.915,-6.5
9.916,-7.1
9.917,-4.9
9.918,-0.9
9.919,3
9.92,5
9.921,4.9
9.922,3.5
9.923,2.4
9.924,2.2
9.925,2.7
9.926,2.5
9.927,0.8
9.928,-2.1
9.929,-4.5
9.93,-4.8
9.931,-2.5
9.932,1.1
9.933,3.8
9.934,3.9
9.935,1.3
9.936,-1.9
9.937,-3.2
9.938,-1.2
9.939,3.4
9.94,8.2
9.941,10.6
9.942,9.5
9.943,5.5
9.944,0.9
9.945,-2.2
9.946,-3
9.947,-2.2
9.948,-1.3
9.949,-1.6
9.95,-3.1
9.951,-5
9.952,-6
9.953,-5.2
9.954,-2.7
9.955,0.5
9.956,3.1
9.957,4.2
9.958,3.9
9.959,2.7
9.96,1.6
9.961,1.4
9.962,1.9
9.963,2.9
9.964,3.7
9.965,3.9
9.966,3.5
9.967,2.6
9.968,1.4
9.969,-0.1
9.97,-1.6
9.971,-3
9.972,-3.6
9.973,-3.2
9.974,-1.9
9.975,-0.4
9.976,0.6
9.977,0.4
9.978,-0.9
9.979,-2.4
9.98,-3.2
9.981,-2.8
9.982,-1.3
9.983,0.7
9.984,2.6
9.985,4.5
9.986,6.7
9.987,9.8
9.988,14.1
9.989,19.5
9.99,25.7
9.991,32.901
9.992,41.401
9.993,51.801
9.994,63.801
9.995,75.901
9.996,85.901
9.997,91.401
9.998,91.301
9.999,86.001
10,77.501
10.001,68.001
10.002,59.001
10.003,50.301
10.004,40.501
10.005,28.6
10.006,14
10.007,-2.2
10.008,-17.9
10.009,-31
10.01,-40.301
10.011,-45.601
10.012,-47.501
10.013,-46.801
10.014,-44.101
10.015,-39.901
10.016,-34.501
10.017,-28.8
10.018,-23.2
10.019,-18.1
10.02,-13.6
10.021,-9.2
10.022,-4.9
10.023,-0.9
10.024,2
10.025,3.3
10.026,3.3
10.027,2.8
10.028,2.8
10.029,3.9
10.03,5.8
10.031,7.4
10.032,7.6
10.033,6.2
10.034,4.1
10.035,2.5
10.036,2.4
10.037,3.8
10.038,6.1
10.039,8.1
10.04,9.4
10.041,9.9
10.042,10
10.043,10.1
10.044,10.2
10.045,10
10.046,9.3
10.047,8.4
10.048,7.6
10.049,7.4
10.05,7.7
10.051,8.5
10.052,9.2
10.053,9.5
10.054,9.5
10.055,9.1
10.056,8.7
10.057,8.4
10.058,8.4
10.059,8.6
10.06,9.1
10.061,9.5
10.062,9.7
10.063,9.5
10.064,8.8
10.065,7.8
10.066,6.9
10.067,6.5
10.068,6.7
10.069,7.6
10.07,8.9
10.071,10.2
10.072,11
10.073,10.9
10.074,9.8
10.075,8.3
10.076,7.2
10.077,7.5
10.078,9.3
10.079,11.7
10.08,13.2
10.081,12.9
10.082,10.5
10.083,7.3
10.084,4.9
10.085,4.5
10.086,5.8
10.087,7.7
10.088,8.5
10.089,7.9
10.09,6.6
10.091,5.8
10.092,6.3
10.093,7.9
10.094,9.4
10.095,9.7
10.096,8.9
10.097,7.9
10.098,8
10.099,9.3
10.1,11.2
10.101,11.9
10.102,10.6
10.103,7.5
10.104,4.2
10.105,2.4
10.106,3.3
10.107,6.2
10.108,9.7
10.109,12.2
10.11,12.7
10.111,11.5
10.112,9.7
10.113,8.4
10.114,8.2
10.115,9.2
10.116,10.9
10.117,12.5
10.118,13.6
10.119,14.1
10.12,14
10.121,13.7
10.122,13.1
10.123,12.3
10.124,11.2
10.125,10
10.126,9.1
10.127,8.8
10.128,9.1
10.129,9.7
10.13,10.3
10.131,10.4
10.132,10.3
10.133,10
10.134,9.9
10.135,9.9
10.136,9.7
10.137,9
10.138,7.8
10.139,6.7
10.14,6.2
10.141,6.3
10.142,7
10.143,7.8
10.144,8.3
10.145,8.7
10.146,9.3
10.147,10
10.148,10.5
10.149,10.6
10.15,10.1
10.151,9.7
10.152,10
10.153,11.3
10.154,13.1
10.155,14.4
10.156,14.5
10.157,13.4
10.158,12.1
10.159,11.7
10.16,12.7
10.161,14.5
10.162,15.9
10.163,16.1
10.164,15
10.165,13.3
10.166,12.1
10.167,11.5
10.168,11.3
10.169,10.7
10.17,9.4
10.171,7.7
10.172,6.4
10.173,6.2
10.174,7
10.175,8.5
10.176,9.7
10.177,10
10.178,9.2
10.179,7.4
10.18,5
10.181,2.6
10.182,0.9
10.183,0.4
10.184,1.4
10.185,3.6
10.186,6.1
10.187,7.8
10.188,8.1
10.189,6.9
10.19,4.9
10.191,2.8
10.192,1.4
10.193,0.8
10.194,0.8
10.195,1
10.196,1.2
10.197,1.6
10.198,2.3
10.199,3.4
10.2,5
10.201,6.6
10.202,8.1
10.203,9.4
10.204,10.6
10.205,11.8
10.206,13.1
10.207,14.3
10.208,15.1
10.209,14.9
10.21,13.7
10.211,11.7
10.212,9.4
10.213,7.4
10.214,6.3
10.215,6.2
10.216,7.1
10.217,8.5
10.218,10
10.219,11.3
10.22,12.3
10.221,12.7
10.222,12.3
10.223,11
10.224,9.1
10.225,7
10.226,5.4
10.227,4.7
10.228,4.8
10.229,5.4
10.23,6.1
10.231,6.7
10.232,7.3
10.233,8.4
10.234,10.1
10.235,12
10.236,13.5
10.237,13.6
10.238,12.1
10.239,9.5
10.24,6.9
10.241,5.8
10.242,6.8
10.243,9.4
10.244,12.3
10.245,13.9
10.246,13.1
10.247,10.3
10.248,6.9
10.249,5
10.25,5.5
10.251,8.2
10.252,11.6
10.253,13.7
10.254,13.9
10.255,12.5
10.256,10.9
10.257,10.4
10.258,10.8
10.259,11
10.26,9.9
10.261,7.6
10.262,5.3
10.263,5.1
10.264,7.9
10.265,12.8
10.266,17.3
10.267,19
10.268,17.2
10.269,13.5
10.27,10.7
10.271,10.8
10.272,13.7
10.273,17.6
10.274,19.9
10.275,19.2
10.276,16.2
10.277,12.4
10.278,9.7
10.279,8.4
10.28,8.2
10.281,7.9
10.282,7
10.283,6
10.284,5.5
10.285,6.2
10.286,7.9
10.287,10.2
10.288,12.3
10.289,13.9
10.29,14.8
10.291,15.2
10.292,15.3
10.293,15.6
10.294,16.3
10.295,17.5
10.296,18.9
10.297,20
10.298,20.3
10.299,19.7
10.3,18.5
10.301,17.6
10.302,17.4
10.303,17.7
10.304,17.9
10.305,17.4
10.306,15.9
10.307,14.1
10.308,13.3
10.309,14.1
10.31,16.4
10.311,19
10.312,20.7
10.313,20.7
10.314,19.3
10.315,17.7
10.316,17.3
10.317,18.3
10.318,20.2
10.319,21.5
10.32,21.3
10.321,19.5
10.322,17
10.323,15.1
10.324,14.8
10.325,16.2
10.326,18.3
10.327,20.3
10.328,21.5
10.329,22.2
10.33,22.8
10.331,23.7
10.332,24.5
10.333,24.8
10.334,23.7
10.335,21.2
10.336,18
10.337,15.1
10.338,13.5
10.339,13.4
10.34,14.1
10.341,14.7
10.342,14.3
10.343,12.9
10.344,11.1
10.345,9.8
10.346,9.5
10.347,10
10.348,10.4
10.349,10.4
10.35,10.1
10.351,10.7
10.352,12.8
10.353,16.5
10.354,20
10.355,21.4
10.356,18.9
10.357,12.9
10.358,5.5
10.359,-0.5
10.36,-3
10.361,-1.6
10.362,2.1
10.363,6.2
10.364,9.3
10.365,11.3
10.366,12.6
10.367,13.6
10.368,14.2
10.369,13.7
10.37,12
10.371,9.4
10.372,7.1
10.373,6
10.374,6.4
10.375,7.8
10.376,8.8
10.377,8.6
10.378,6.8
10.379,4.4
10.38,2.3
10.381,1.7
10.382,2.7
10.383,4.6
10.384,6.6
10.385,7.7
10.386,7.8
10.387,7.4
10.388,7.4
10.389,8.3
10.39,10
10.391,11.6
10.392,12.1
10.393,11
10.394,8.8
10.395,6.6
10.396,5.6
10.397,6.1
10.398,7.6
10.399,9
10.4,9.6
10.401,9
10.402,7.8
10.403,6.8
10.404,6.4
10.405,6.9
10.406,7.9
10.407,9
10.408,9.6
10.409,9.5
10.41,8.9
10.411,8.2
10.412,8.1
10.413,8.9
10.414,10.2
10.415,11.8
10.416,13.2
10.417,14.3
10.418,15.4
10.419,16.4
10.42,17
10.421,16.2
10.422,13.6
10.423,9.8
10.424,6.5
10.425,5.4
10.426,7.4
10.427,11.9
10.428,16.7
10.429,19.5
10.43,19.3
10.431,16.4
10.432,12.7
10.433,10
10.434,9.1
10.435,9.9
10.436,11.2
10.437,11.6
10.438,10.6
10.439,8.4
10.44,5.9
10.441,4
10.442,3.4
10.443,4.2
10.444,5.7
10.445,7.3
10.446,8.8
10.447,10.4
10.448,12.8
10.449,16.3
10.45,20.4
10.451,24.7
10.452,28.8
10.453,33.201
10.454,39.301
10.455,48.201
10.456,59.801
10.457,72.501
10.458,83.801
10.459,91.701
10.46,95.201
10.461,95.101
10.462,92.201
10.463,87.201
10.464,80.001
10.465,69.901
10.466,57.101
10.467,42.301
10.468,26.8
10.469,11.9
10.47,-1.7
10.471,-14.1
10.472,-25.3
10.473,-34.701
10.474,-41.301
10.475,-44.101
10.476,-42.401
10.477,-37.101
10.478,-29.9
10.479,-22.8
10.48,-17.2
10.481,-13.3
10.482,-10.3
10.483,-7.2
10.484,-3.2
10.485,1.6
10.486,6.4
10.487,10.2
10.488,12.4
10.489,13
10.49,12.5
10.491,11.7
10.492,10.9
10.493,10.3
10.494,10
10.495,9.9
10.496,10.3
10.497,11
10.498,11.9
10.499,12.5
10.5,12.5
10.501,11.6
10.502,9.9
10.503,7.8
10.504,6
10.505,4.9
10.506,5
10.507,6.2
10.508,8.3
10.509,10.6
10.51,12.6
10.511,13.9
10.512,14.6
10.513,14.8
10.514,14.9
10.515,14.8
10.516,14.5
10.517,14
10.518,13.3
10.519,12.8
10.52,12.9
10.521,13.3
10.522,13.9
10.523,14.1
10.524,13.8
10.525,13.3
10.526,12.9
10.527,13
10.528,13.6
