'Elapsed time','Abdomen_1'
12.33,-58.801
12.331,-54.101
12.332,-49.801
12.333,-45.601
12.334,-41.501
12.335,-37.201
12.336,-32.901
12.337,-29
12.338,-25.9
12.339,-23.5
12.34,-21.7
12.341,-20.3
12.342,-18.8
12.343,-17.3
12.344,-16
12.345,-14.9
12.346,-14.1
12.347,-13.3
12.348,-12.2
12.349,-10.9
12.35,-9.5
12.351,-8.5
12.352,-8.1
12.353,-8.3
12.354,-9
12.355,-9.8
12.356,-10.6
12.357,-11.3
12.358,-11.7
12.359,-12
12.36,-12
12.361,-11.7
12.362,-11.2
12.363,-10.7
12.364,-10.3
12.365,-10.3
12.366,-10.6
12.367,-11.2
12.368,-11.6
12.369,-11.7
12.37,-11.2
12.371,-10.4
12.372,-9.6
12.373,-9.1
12.374,-8.9
12.375,-9.2
12.376,-9.6
12.377,-10
12.378,-10.4
12.379,-10.8
12.38,-11.2
12.381,-11.6
12.382,-11.7
12.383,-11.6
12.384,-11.1
12.385,-10.4
12.386,-9.7
12.387,-9.2
12.388,-9.1
12.389,-9.3
12.39,-9.8
12.391,-10.3
12.392,-10.6
12.393,-10.6
12.394,-10.1
12.395,-9.2
12.396,-8.2
12.397,-7.2
12.398,-6.5
12.399,-6
12.4,-5.6
12.401,-5.1
12.402,-4.5
12.403,-4.1
12.404,-4.2
12.405,-4.9
12.406,-6.1
12.407,-7.5
12.408,-8.6
12.409,-9.3
12.41,-9.6
12.411,-9.6
12.412,-9.6
12.413,-9.7
12.414,-10
12.415,-10.3
12.416,-10.7
12.417,-11.2
12.418,-11.7
12.419,-12.3
12.42,-12.9
12.421,-13.5
12.422,-14
12.423,-14.1
12.424,-14.1
12.425,-14.1
12.426,-14.2
12.427,-14.6
12.428,-15.2
12.429,-15.9
12.43,-16.5
12.431,-16.8
12.432,-16.9
12.433,-16.8
12.434,-16.6
12.435,-16.5
12.436,-16.6
12.437,-17
12.438,-17.5
12.439,-18.1
12.44,-18.5
12.441,-18.5
12.442,-18.3
12.443,-17.8
12.444,-17.4
12.445,-17.1
12.446,-17.1
12.447,-17.2
12.448,-17.3
12.449,-17.6
12.45,-17.9
12.451,-18.3
12.452,-18.5
12.453,-18.5
12.454,-18
12.455,-17.1
12.456,-16
12.457,-15
12.458,-14.6
12.459,-14.8
12.46,-15.6
12.461,-16.4
12.462,-16.9
12.463,-16.8
12.464,-16
12.465,-15.1
12.466,-14.5
12.467,-14.5
12.468,-15.1
12.469,-15.8
12.47,-16.2
12.471,-16.1
12.472,-15.7
12.473,-15.4
12.474,-15.7
12.475,-16.6
12.476,-18
12.477,-19.3
12.478,-20.1
12.479,-20.2
12.48,-19.9
12.481,-19.7
12.482,-19.8
12.483,-20.5
12.484,-21.5
12.485,-22.3
12.486,-22.7
12.487,-22.4
12.488,-21.7
12.489,-20.9
12.49,-20.5
12.491,-20.6
12.492,-20.8
12.493,-20.7
12.494,-20
12.495,-18.8
12.496,-17.3
12.497,-16
12.498,-15.5
12.499,-15.5
12.5,-15.9
12.501,-16.2
12.502,-16.4
12.503,-16.7
12.504,-17.4
12.505,-18.9
12.506,-20.9
12.507,-23.2
12.508,-25.1
12.509,-26.2
12.51,-26.5
12.511,-26.2
12.512,-25.7
12.513,-25.4
12.514,-25.2
12.515,-25.4
12.516,-25.6
12.517,-25.9
12.518,-26.2
12.519,-26.4
12.52,-26.6
12.521,-26.8
12.522,-26.9
12.523,-27.1
12.524,-27.4
12.525,-27.9
12.526,-28.4
12.527,-29.1
12.528,-29.9
12.529,-30.6
12.53,-31.1
12.531,-31.3
12.532,-31.3
12.533,-30.9
12.534,-30.5
12.535,-30
12.536,-29.5
12.537,-28.9
12.538,-28.5
12.539,-28.4
12.54,-28.6
12.541,-29.3
12.542,-30.4
12.543,-31.6
12.544,-32.7
12.545,-33.501
12.546,-33.901
12.547,-33.901
12.548,-33.701
12.549,-33.301
12.55,-32.801
12.551,-31.9
12.552,-30.9
12.553,-29.9
12.554,-29.3
12.555,-29.3
12.556,-30
12.557,-31.1
12.558,-32.1
12.559,-32.901
12.56,-33.101
12.561,-32.901
12.562,-32.4
12.563,-32
12.564,-31.6
12.565,-31.2
12.566,-30.8
12.567,-30.4
12.568,-30.1
12.569,-29.8
12.57,-29.4
12.571,-28.8
12.572,-27.8
12.573,-26.5
12.574,-24.9
12.575,-23.1
12.576,-21.3
12.577,-19.9
12.578,-18.8
12.579,-18.3
12.58,-18.5
12.581,-19
12.582,-19.8
12.583,-20.5
12.584,-20.8
12.585,-20.5
12.586,-19.8
12.587,-18.9
12.588,-17.9
12.589,-17.1
12.59,-16.6
12.591,-16.1
12.592,-15.7
12.593,-15.2
12.594,-14.8
12.595,-14.5
12.596,-14.5
12.597,-14.9
12.598,-15.5
12.599,-16
12.6,-16.1
12.601,-15.6
12.602,-14.6
12.603,-13.4
12.604,-12.4
12.605,-11.9
12.606,-11.9
12.607,-12.1
12.608,-12.3
12.609,-12.3
12.61,-12
12.611,-11.7
12.612,-11.5
12.613,-11.5
12.614,-11.5
12.615,-11.4
12.616,-10.8
12.617,-9.9
12.618,-8.7
12.619,-7.6
12.62,-6.8
12.621,-6.2
12.622,-5.8
12.623,-5.5
12.624,-5.2
12.625,-4.9
12.626,-4.7
12.627,-4.7
12.628,-4.9
12.629,-5.3
12.63,-5.7
12.631,-6
12.632,-6.1
12.633,-6
12.634,-5.8
12.635,-5.7
12.636,-5.8
12.637,-6.1
12.638,-6.6
12.639,-7.2
12.64,-7.8
12.641,-8.2
12.642,-8.4
12.643,-8.5
12.644,-8.5
12.645,-8.6
12.646,-8.9
12.647,-9.1
12.648,-9.3
12.649,-9.1
12.65,-8.6
12.651,-7.9
12.652,-7.2
12.653,-6.9
12.654,-7.1
12.655,-7.6
12.656,-8.1
12.657,-8.4
12.658,-8.5
12.659,-8.4
12.66,-8.4
12.661,-8.7
12.662,-9.2
12.663,-9.6
12.664,-9.7
12.665,-9.5
12.666,-9
12.667,-8.5
12.668,-8.2
12.669,-8.1
12.67,-8.1
12.671,-8.2
12.672,-8.4
12.673,-8.6
12.674,-8.8
12.675,-8.9
12.676,-8.8
12.677,-8.5
12.678,-8.1
12.679,-7.8
12.68,-7.6
12.681,-7.7
12.682,-7.9
12.683,-7.9
12.684,-7.6
12.685,-7.2
12.686,-6.8
12.687,-6.5
12.688,-6.4
12.689,-6.5
12.69,-6.8
12.691,-7.3
12.692,-7.8
12.693,-8.2
12.694,-8.6
12.695,-8.8
12.696,-8.7
12.697,-8.5
12.698,-8.1
12.699,-7.8
12.7,-7.7
12.701,-7.9
12.702,-8.2
12.703,-8.5
12.704,-8.4
12.705,-8.1
12.706,-7.6
12.707,-7.2
12.708,-7.1
12.709,-7.4
12.71,-7.8
12.711,-8.2
12.712,-8.3
12.713,-8.2
12.714,-7.8
12.715,-7.4
12.716,-7
12.717,-6.8
12.718,-6.7
12.719,-6.8
12.72,-7
12.721,-7.4
12.722,-7.7
12.723,-7.7
12.724,-7.4
12.725,-6.9
12.726,-6.5
12.727,-6.5
12.728,-6.7
12.729,-7.1
12.73,-7.3
12.731,-7.2
12.732,-7
12.733,-6.9
12.734,-7.2
12.735,-7.8
12.736,-8.3
12.737,-8.3
12.738,-7.5
12.739,-6.2
12.74,-4.7
12.741,-3.5
12.742,-2.8
12.743,-2.4
12.744,-2.2
12.745,-1.9
12.746,-1.6
12.747,-1.6
12.748,-2.1
12.749,-3.3
12.75,-4.9
12.751,-6.7
12.752,-8.3
12.753,-9
12.754,-8.9
12.755,-8
12.756,-6.6
12.757,-5.1
12.758,-3.8
12.759,-2.4
12.76,-0.7
12.761,1.6
12.762,4.5
12.763,7.6
12.764,10
12.765,11.3
12.766,11.1
12.767,9.8
12.768,7.9
12.769,5.9
12.77,4.1
12.771,2.1
12.772,-0.1
12.773,-2.7
12.774,-5.5
12.775,-8.2
12.776,-10.2
12.777,-11.3
12.778,-11.5
12.779,-11.3
12.78,-11
12.781,-11
12.782,-11.4
12.783,-12
12.784,-12.3
12.785,-12
12.786,-10.9
12.787,-9.4
12.788,-7.8
12.789,-6.7
12.79,-6.3
12.791,-6.6
12.792,-7.1
12.793,-7.7
12.794,-7.8
12.795,-7.7
12.796,-7.4
12.797,-7.2
12.798,-7.2
12.799,-7.6
12.8,-8.3
12.801,-9.2
12.802,-9.9
12.803,-10.3
12.804,-10.2
12.805,-9.8
12.806,-9.4
12.807,-9.5
12.808,-10.2
12.809,-11.3
12.81,-12.1
12.811,-12.4
12.812,-11.9
12.813,-10.9
12.814,-9.9
12.815,-9.6
12.816,-9.8
12.817,-10.2
12.818,-10.5
12.819,-10.5
12.82,-10.3
12.821,-10.4
12.822,-11.1
12.823,-12
12.824,-13
12.825,-13.4
12.826,-13.1
12.827,-12.3
12.828,-11.6
12.829,-11.4
12.83,-11.8
12.831,-12.7
12.832,-13.5
12.833,-13.9
12.834,-13.8
12.835,-13.4
12.836,-12.9
12.837,-12.7
12.838,-12.8
12.839,-12.9
12.84,-12.9
12.841,-12.6
12.842,-12.1
12.843,-11.7
12.844,-11.6
12.845,-12
12.846,-12.5
12.847,-12.8
12.848,-12.6
12.849,-11.7
12.85,-10.3
12.851,-8.9
12.852,-7.5
12.853,-6.3
12.854,-4.9
12.855,-3.3
12.856,-1.5
12.857,0.2
12.858,1.5
12.859,2
12.86,1.8
12.861,1.1
12.862,0.4
12.863,-0.1
12.864,-0.3
12.865,-0.3
12.866,-0.4
12.867,-0.7
12.868,-1.1
12.869,-1.6
12.87,-2
12.871,-2.3
12.872,-2.4
12.873,-2.4
12.874,-2.5
12.875,-2.5
12.876,-2.5
12.877,-2.4
12.878,-2.4
12.879,-2.3
12.88,-2.3
12.881,-2.2
12.882,-2.1
12.883,-1.9
12.884,-1.6
12.885,-1.3
12.886,-1
12.887,-0.7
12.888,-0.3
12.889,0.2
12.89,0.9
12.891,1.5
12.892,1.9
12.893,1.9
12.894,1.5
12.895,0.9
12.896,0.3
12.897,-0.2
12.898,-0.5
12.899,-0.6
12.9,-0.5
12.901,-0.3
12.902,0
12.903,0.2
12.904,0.1
12.905,-0.4
12.906,-1.1
12.907,-1.5
12.908,-1.3
12.909,-0.3
12.91,1.4
12.911,3.1
12.912,4.2
12.913,4.5
12.914,4.2
12.915,3.9
12.916,3.9
12.917,4.4
12.918,5.2
12.919,6
12.92,6.5
12.921,6.6
12.922,6.5
12.923,6.6
12.924,7.1
12.925,7.9
12.926,9.1
12.927,10.7
12.928,12.4
12.929,14.1
12.93,15.4
12.931,16.1
12.932,16
12.933,15.4
12.934,14.3
12.935,13
12.936,11.5
12.937,9.7
12.938,7.3
12.939,4.1
12.94,0
12.941,-4.6
12.942,-9.4
12.943,-14.1
12.944,-18.5
12.945,-22.5
12.946,-26.3
12.947,-29.9
12.948,-33.601
12.949,-37.501
12.95,-41.601
12.951,-46.001
12.952,-50.401
12.953,-54.201
12.954,-57.001
12.955,-58.601
12.956,-58.901
12.957,-58.501
12.958,-57.801
12.959,-57.201
12.96,-56.601
12.961,-55.701
12.962,-54.101
12.963,-51.301
12.964,-47.401
12.965,-42.701
12.966,-37.401
12.967,-31.9
12.968,-26.4
12.969,-21.3
12.97,-16.8
12.971,-13.5
12.972,-11.5
12.973,-10.6
12.974,-9.9
12.975,-8.5
12.976,-6.1
12.977,-2.5
12.978,1.2
12.979,4.4
12.98,6.3
12.981,6.9
12.982,7
12.983,7
12.984,7.3
12.985,7.6
12.986,7.4
12.987,6.5
12.988,5
12.989,3.5
12.99,2.6
12.991,2.5
12.992,3.1
12.993,3.8
12.994,4
12.995,3.5
12.996,2.4
12.997,1
12.998,-0.1
12.999,-0.7
13,-0.7
13.001,-0.3
13.002,0.3
13.003,0.6
13.004,0.6
13.005,0.2
13.006,-0.3
13.007,-0.6
13.008,-0.4
13.009,0.2
13.01,0.8
13.011,1.2
13.012,1.1
13.013,0.6
13.014,0
13.015,-0.5
13.016,-0.7
13.017,-0.8
13.018,-0.6
13.019,-0.4
13.02,-0.2
13.021,0.1
13.022,0.3
13.023,0.1
13.024,-0.5
13.025,-1.3
13.026,-1.8
13.027,-1.6
13.028,-0.7
13.029,0.5
13.03,1.4
13.031,1.6
13.032,1.3
13.033,0.7
13.034,0.6
13.035,1.1
13.036,2.1
13.037,3
13.038,3.5
13.039,3.4
13.04,3
13.041,2.7
13.042,2.9
13.043,3.5
13.044,4
13.045,4.1
13.046,3.7
13.047,3
13.048,2.3
13.049,2
13.05,2.1
13.051,2.3
13.052,2.6
13.053,2.7
13.054,2.7
13.055,2.7
13.056,2.6
13.057,2.5
13.058,2.5
13.059,2.6
13.06,2.8
13.061,3.1
13.062,3.5
13.063,3.7
13.064,3.6
13.065,3.4
13.066,3.2
13.067,3.3
13.068,3.7
13.069,4.2
13.07,4.4
13.071,4.2
13.072,3.5
13.073,2.6
13.074,1.7
13.075,1
13.076,0.5
13.077,0
13.078,-0.4
13.079,-0.7
13.08,-0.7
13.081,-0.4
13.082,0
13.083,0.4
13.084,0.4
13.085,0
13.086,-0.6
13.087,-1.2
13.088,-1.5
13.089,-1.5
13.09,-1.3
13.091,-0.9
13.092,-0.8
13.093,-0.9
13.094,-1.5
13.095,-2.2
13.096,-3
13.097,-3.5
13.098,-3.6
13.099,-3.4
13.1,-3.1
13.101,-3
13.102,-3
13.103,-2.8
13.104,-2.2
13.105,-1
13.106,0.5
13.107,1.9
13.108,2.6
13.109,2.4
13.11,1.6
13.111,0.6
13.112,-0.3
13.113,-1.3
13.114,-2.4
13.115,-3.9
13.116,-5.6
13.117,-7.2
13.118,-8.3
13.119,-8.8
13.12,-8.7
13.121,-8.5
13.122,-8.4
13.123,-8.6
13.124,-8.9
13.125,-9.2
13.126,-9.4
13.127,-9.6
13.128,-9.8
13.129,-10.1
13.13,-10.3
13.131,-10.6
13.132,-10.9
13.133,-11.3
13.134,-11.6
13.135,-11.8
13.136,-11.8
13.137,-11.5
13.138,-11.4
13.139,-11.5
13.14,-12.1
13.141,-12.9
13.142,-13.5
13.143,-13.8
13.144,-13.6
13.145,-13.3
13.146,-13.2
13.147,-13.5
13.148,-14.2
13.149,-14.9
13.15,-15.4
13.151,-15.6
13.152,-15.6
13.153,-15.9
13.154,-16.3
13.155,-16.9
13.156,-17.2
13.157,-17
13.158,-16.5
13.159,-16.1
13.16,-16
13.161,-16.4
13.162,-17.1
13.163,-17.9
13.164,-18.3
13.165,-18.4
13.166,-18.3
13.167,-18.3
13.168,-18.4
13.169,-18.6
13.17,-18.7
13.171,-18.5
13.172,-18.1
13.173,-17.8
13.174,-17.7
13.175,-18
13.176,-18.5
13.177,-18.9
13.178,-19.2
13.179,-19.2
13.18,-19
13.181,-18.7
13.182,-18.5
13.183,-18.4
13.184,-18.3
13.185,-18.3
13.186,-18
13.187,-17.5
13.188,-16.9
13.189,-16.2
13.19,-15.8
13.191,-15.7
13.192,-16
13.193,-16.5
13.194,-17
13.195,-17.3
13.196,-17.4
13.197,-17.1
13.198,-16.7
13.199,-16.3
13.2,-16.1
13.201,-16.3
13.202,-16.9
13.203,-17.7
13.204,-18.6
13.205,-19.1
13.206,-19.2
13.207,-18.6
13.208,-17.5
13.209,-16.2
13.21,-14.9
13.211,-14
13.212,-13.2
13.213,-12.6
13.214,-11.7
13.215,-10.1
13.216,-7.8
13.217,-4.5
13.218,-0.4
13.219,4
13.22,8.1
13.221,11.3
13.222,13.1
13.223,13.3
13.224,12.3
13.225,10.6
13.226,9.1
13.227,8.4
13.228,8.5
13.229,8.9
13.23,9
13.231,8.1
13.232,6.3
13.233,3.8
13.234,1.5
13.235,-0.3
13.236,-1.3
13.237,-1.8
13.238,-2.3
13.239,-2.8
13.24,-3.3
13.241,-3.5
13.242,-3.2
13.243,-2.2
13.244,-0.9
13.245,0.4
13.246,1.2
13.247,1.5
13.248,1.4
13.249,1
13.25,0.9
13.251,1
13.252,1.4
13.253,1.8
13.254,2
13.255,1.9
13.256,1.6
13.257,1.4
13.258,1.5
13.259,2
13.26,2.8
13.261,3.5
13.262,3.9
13.263,4.1
13.264,4.1
13.265,4.1
13.266,4.3
13.267,4.5
13.268,4.4
13.269,3.9
13.27,3.2
13.271,2.8
13.272,3
13.273,3.9
13.274,5.3
13.275,6.5
13.276,7.2
13.277,7.1
13.278,6.5
13.279,5.9
13.28,5.6
13.281,5.7
13.282,6.1
13.283,6.4
13.284,6.5
13.285,6.3
13.286,5.9
13.287,5.7
13.288,5.9
13.289,6.2
13.29,6.5
13.291,6.5
13.292,6.1
13.293,5.6
13.294,5.4
13.295,5.6
13.296,6.6
13.297,7.9
13.298,9.3
13.299,10.3
13.3,10.5
13.301,9.9
13.302,9
13.303,8.1
13.304,7.5
13.305,7.4
13.306,7.7
13.307,8.1
13.308,8.4
13.309,8.6
13.31,8.6
13.311,8.9
13.312,9.2
13.313,9.5
13.314,9.3
13.315,8.6
13.316,7.3
13.317,5.9
13.318,5.2
13.319,5.4
13.32,6.6
13.321,8.1
13.322,9.3
13.323,9.7
13.324,9.3
13.325,8.4
13.326,7.6
13.327,7.1
13.328,7.1
13.329,7.5
13.33,8
13.331,8.5
13.332,8.8
13.333,9
13.334,9
13.335,8.9
13.336,8.7
13.337,8.4
13.338,8.1
13.339,7.6
13.34,6.9
13.341,6.1
13.342,5.5
13.343,5.4
13.344,6.1
13.345,7.3
13.346,8.7
13.347,10
13.348,10.7
13.349,10.9
13.35,10.6
13.351,10.2
13.352,9.9
13.353,9.6
13.354,9.6
13.355,9.5
13.356,9.5
13.357,9.3
13.358,9.1
13.359,8.8
13.36,8.7
13.361,8.9
13.362,9.6
13.363,10.7
13.364,12.1
13.365,13.5
13.366,14.7
13.367,15.4
13.368,15.5
13.369,14.9
13.37,13.8
13.371,12.5
13.372,11.3
13.373,10.4
13.374,10
13.375,9.8
13.376,9.7
13.377,9.4
13.378,9.1
13.379,9
13.38,9
13.381,9.3
13.382,9.5
13.383,9.6
13.384,9.6
13.385,9.4
13.386,9.4
13.387,9.5
13.388,9.5
13.389,9.3
13.39,8.7
13.391,7.8
13.392,7.1
13.393,6.8
13.394,7.1
13.395,7.6
13.396,8.2
13.397,8.3
13.398,8.1
13.399,7.7
13.4,7.3
13.401,7.2
13.402,7.4
13.403,7.7
13.404,7.9
13.405,8.1
13.406,8.3
13.407,8.7
13.408,9.2
13.409,9.6
13.41,9.7
13.411,9.3
13.412,8.7
13.413,8.3
13.414,8.3
13.415,8.9
13.416,9.6
13.417,10
13.418,9.8
13.419,9.3
13.42,9
13.421,9.3
13.422,10.2
13.423,11.5
13.424,12.4
13.425,12.5
13.426,11.8
13.427,10.8
13.428,10.1
13.429,10
13.43,10.3
13.431,10.6
13.432,10.2
13.433,9.3
13.434,7.9
13.435,6.8
13.436,6.3
13.437,6.4
13.438,6.7
13.439,7
13.44,7.1
13.441,6.9
13.442,6.8
13.443,7
13.444,7.3
13.445,7.7
13.446,8
13.447,8
13.448,8
13.449,8
13.45,7.9
13.451,7.7
13.452,7.3
13.453,6.7
13.454,5.9
13.455,5.3
13.456,4.9
13.457,5
13.458,5.5
13.459,6.2
13.46,7
13.461,7.7
13.462,8.1
13.463,8.3
13.464,8.3
13.465,8.1
13.466,7.8
13.467,7.6
13.468,7.4
13.469,7.5
13.47,7.7
13.471,8.2
13.472,8.9
13.473,9.9
13.474,10.9
13.475,11.8
13.476,12.2
13.477,12.3
13.478,12.1
13.479,12.1
13.48,12.3
13.481,12.9
13.482,13.5
13.483,13.7
13.484,13.4
13.485,12.7
13.486,12
13.487,11.7
13.488,12.2
13.489,13.3
13.49,14.8
13.491,16.3
13.492,17.2
13.493,17.5
13.494,17.4
13.495,17.1
13.496,16.9
13.497,17
13.498,17.1
13.499,16.8
13.5,15.9
13.501,14.2
13.502,11.9
13.503,9.5
13.504,7.7
13.505,6.8
13.506,6.8
13.507,7.3
13.508,7.8
13.509,8
13.51,7.7
13.511,7.3
13.512,7
13.513,7
13.514,7.3
13.515,7.8
13.516,8.4
13.517,8.6
13.518,8.5
13.519,8.1
13.52,7.3
13.521,6.5
13.522,6
13.523,5.9
13.524,6.3
13.525,6.9
13.526,7.4
13.527,7.6
13.528,7.3
13.529,7
13.53,6.7
13.531,6.8
13.532,7.2
13.533,7.8
13.534,8.2
13.535,8.5
13.536,8.7
13.537,9.1
13.538,9.6
13.539,10.1
13.54,10.6
13.541,11.3
13.542,12.5
13.543,14.2
13.544,16.5
13.545,18.7
13.546,20.4
13.547,21
13.548,20.7
13.549,19.8
13.55,18.9
13.551,18.3
13.552,17.9
13.553,17
13.554,15.4
13.555,12.7
13.556,9
13.557,4.8
13.558,0.3
13.559,-4.2
13.56,-8.8
13.561,-13.4
13.562,-17.9
13.563,-22.4
13.564,-26.6
13.565,-30.4
13.566,-33.901
13.567,-37.301
13.568,-40.501
13.569,-43.601
13.57,-46.601
13.571,-49.201
13.572,-51.101
13.573,-51.901
13.574,-51.601
13.575,-50.301
13.576,-48.301
13.577,-46.001
13.578,-43.601
13.579,-40.801
13.58,-37.601
13.581,-33.601
13.582,-29.1
13.583,-24.2
13.584,-19.4
13.585,-15.1
13.586,-11.4
13.587,-8.3
13.588,-5.6
13.589,-3.3
13.59,-1.3
13.591,0.2
13.592,1.2
13.593,1.8
13.594,2
13.595,2.2
13.596,2.7
13.597,3.6
13.598,4.9
13.599,6.8
13.6,8.7
13.601,10.5
13.602,11.6
13.603,11.8
13.604,11.3
13.605,10.5
13.606,9.6
13.607,9.1
13.608,9.1
13.609,9.2
13.61,9.5
13.611,9.8
13.612,10.1
13.613,10.7
13.614,11.2
13.615,11.5
13.616,11.5
13.617,11.2
13.618,10.9
13.619,11
13.62,11.8
13.621,13
13.622,14.1
13.623,14.5
13.624,13.9
13.625,12.4
13.626,10.6
13.627,8.9
13.628,7.9
13.629,7.7
13.63,8.3
13.631,9
13.632,9.6
13.633,9.6
13.634,9
13.635,8
13.636,7.2
13.637,7
13.638,7.7
13.639,8.9
13.64,10
13.641,10.4
13.642,9.7
13.643,8.3
13.644,6.8
13.645,5.8
13.646,5.7
13.647,6.3
13.648,6.9
13.649,7.2
13.65,7
13.651,6.6
13.652,6.6
13.653,7.1
13.654,7.9
13.655,8.7
13.656,8.8
13.657,8.2
13.658,7.1
13.659,6
13.66,5.2
13.661,4.7
13.662,4.4
13.663,4
13.664,3.7
13.665,3.7
13.666,4.3
13.667,5.4
13.668,7
13.669,8.7
13.67,10.2
13.671,11.9
13.672,14.2
13.673,17.4
13.674,21.5
13.675,25.7
13.676,29
13.677,30.6
13.678,30.4
13.679,28.7
13.68,26.3
13.681,23.9
13.682,21.6
13.683,19.5
13.684,17.1
13.685,14.1
13.686,10.7
13.687,7.1
13.688,3.7
13.689,1
13.69,-0.8
13.691,-1.7
13.692,-1.8
13.693,-1.2
13.694,-0.4
13.695,0.6
13.696,1.3
13.697,1.9
13.698,2.3
13.699,2.7
13.7,3
13.701,3.3
13.702,3.5
13.703,3.4
13.704,3.1
13.705,2.8
13.706,2.6
13.707,2.4
13.708,2.4
13.709,2.4
13.71,2.4
13.711,2.4
13.712,2.6
13.713,2.8
13.714,2.9
13.715,2.8
13.716,2.4
13.717,1.8
13.718,1
13.719,0.4
13.72,-0.1
13.721,-0.4
13.722,-0.6
13.723,-0.7
13.724,-0.5
13.725,-0.2
13.726,0.4
13.727,0.9
13.728,1.1
13.729,0.9
13.73,0.6
13.731,0.5
13.732,0.7
13.733,1.5
13.734,2.4
13.735,3.2
13.736,3.5
13.737,3.5
13.738,3.4
13.739,3.5
13.74,3.9
13.741,4.1
13.742,3.8
13.743,2.7
13.744,0.8
13.745,-1.3
13.746,-3.1
13.747,-4.3
13.748,-4.9
13.749,-5.3
13.75,-5.7
13.751,-6.1
13.752,-6.5
13.753,-6.7
13.754,-6.5
13.755,-6.3
13.756,-6.1
13.757,-6.1
13.758,-6.1
13.759,-5.9
13.76,-5.4
13.761,-4.8
13.762,-4.3
13.763,-4.4
13.764,-5.1
13.765,-6.2
13.766,-7.4
13.767,-8.4
13.768,-8.7
13.769,-8.5
13.77,-7.9
13.771,-7.2
13.772,-6.7
13.773,-6.6
13.774,-7
13.775,-7.7
13.776,-8.4
13.777,-8.8
13.778,-8.8
13.779,-8.4
13.78,-7.9
13.781,-7.4
13.782,-7.1
13.783,-7.2
13.784,-7.5
13.785,-8
13.786,-8.6
13.787,-9.2
13.788,-9.8
13.789,-10.3
13.79,-10.7
13.791,-11.1
13.792,-11.5
13.793,-11.9
13.794,-12.3
13.795,-12.6
13.796,-12.7
13.797,-12.5
13.798,-12.2
13.799,-12.2
13.8,-12.5
13.801,-13.2
13.802,-13.7
13.803,-13.5
13.804,-12.6
13.805,-11.1
13.806,-9.9
13.807,-9.3
13.808,-9.6
13.809,-10.3
13.81,-10.7
13.811,-10.2
13.812,-8.9
13.813,-7.4
13.814,-6.2
13.815,-5.8
13.816,-6.1
13.817,-6.6
13.818,-7
13.819,-6.9
13.82,-6.6
13.821,-6.3
13.822,-6.1
13.823,-5.9
13.824,-5.5
13.825,-4.6
13.826,-3.5
13.827,-2.4
13.828,-1.5
13.829,-1.1
13.83,-1.1
13.831,-1
13.832,-0.6
13.833,0.1
13.834,0.9
13.835,1.7
13.836,2.2
13.837,2.5
13.838,2.6
13.839,2.7
13.84,2.7
13.841,2.7
13.842,2.6
13.843,2.5
13.844,2.9
13.845,3.8
13.846,5.1
13.847,6.6
13.848,7.6
13.849,7.9
13.85,7.7
13.851,7.5
13.852,7.7
13.853,8.4
13.854,9.5
13.855,10.4
13.856,10.6
13.857,10.4
13.858,10.1
13.859,10.2
13.86,11.1
13.861,12.5
13.862,14.1
13.863,15.2
13.864,15.8
13.865,15.9
13.866,15.8
13.867,15.7
13.868,15.5
13.869,15.2
13.87,14.6
13.871,13.7
13.872,12.6
13.873,11.5
13.874,10.5
13.875,9.8
13.876,9.6
13.877,9.7
13.878,10.2
13.879,11
13.88,11.5
13.881,11.7
13.882,11.4
13.883,10.9
13.884,10.3
13.885,9.9
13.886,9.8
13.887,9.7
13.888,9.6
13.889,9.3
13.89,9.2
13.891,9.4
13.892,9.9
13.893,10.3
13.894,10.3
13.895,9.7
13.896,8.8
13.897,8
13.898,7.7
13.899,7.9
13.9,8.4
13.901,8.8
13.902,9
13.903,9.1
13.904,9.3
13.905,9.5
13.906,9.6
13.907,9.4
13.908,8.8
13.909,7.9
13.91,7.2
13.911,7
13.912,7.2
13.913,7.7
13.914,8.3
13.915,8.7
13.916,8.8
13.917,8.7
13.918,8.6
13.919,8.4
13.92,8.4
13.921,8.5
13.922,9
13.923,9.7
13.924,10.6
13.925,11.4
13.926,11.8
13.927,11.8
13.928,11.4
13.929,11
13.93,10.9
13.931,11
13.932,11.2
13.933,11.4
13.934,11.2
13.935,10.8
13.936,10.3
13.937,9.8
13.938,9.7
13.939,9.8
13.94,10.1
13.941,10.2
13.942,10.1
13.943,9.8
13.944,9.5
13.945,9.4
13.946,9.6
13.947,9.8
13.948,9.7
13.949,9.3
13.95,8.6
13.951,8.1
13.952,8.2
13.953,8.9
13.954,10.2
13.955,11.2
13.956,11.6
13.957,11.1
13.958,10.1
13.959,9.3
13.96,9.1
13.961,9.5
13.962,10.2
13.963,10.6
13.964,10.3
13.965,9.7
13.966,9.1
13.967,9
13.968,9.4
13.969,10
13.97,10.2
13.971,9.9
13.972,9.2
13.973,8.5
13.974,8.4
13.975,8.9
13.976,9.8
13.977,10.6
13.978,11
13.979,11.1
13.98,11.2
13.981,11.3
13.982,11.5
13.983,11.5
13.984,11.3
13.985,11
13.986,10.7
13.987,10.8
13.988,11.2
13.989,11.8
13.99,12
13.991,11.8
13.992,11
13.993,10.2
13.994,9.6
13.995,9.6
13.996,10.2
13.997,11.4
13.998,12.7
13.999,13.9
14,14.8
14.001,15.2
14.002,15.2
14.003,15.1
